"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
3865,AW00014864,Desiree Carlson,49,"40-49",New,"2013-10-08",143,1,70,3,3,0,70.000000000000,70.000000000000
3866,AW00014865,Austin Coleman,49,"40-49",New,"2013-03-26",150,1,30,1,1,0,30.000000000000,30.000000000000
3867,AW00014866,Hailey Peterson,44,"40-49",New,"2013-02-07",151,1,31,3,3,0,31.000000000000,31.000000000000
3868,AW00014867,Lauren Richardson,44,"40-49",New,"2013-07-12",146,1,839,2,2,0,839.000000000000,839.000000000000
3869,AW00014868,Ariana Morgan,44,"40-49",Regular,"2013-10-27",143,2,1597,5,5,25,798.500000000000,63.880000000000
3870,AW00014869,Jennifer Bryant,44,"40-49",New,"2014-01-23",140,1,55,4,4,0,55.000000000000,55.000000000000
3871,AW00014870,Brandi Ortega,46,"40-49",New,"2013-01-28",152,1,86,4,4,0,86.000000000000,86.000000000000
3872,AW00014871,Timothy Hill,40,"40-49",New,"2013-08-24",145,1,848,3,3,0,848.000000000000,848.000000000000
3873,AW00014872,Fernando Clark,40,"40-49",New,"2013-05-27",148,1,72,2,2,0,72.000000000000,72.000000000000
3874,AW00014873,Fernando Long,46,"40-49",New,"2013-09-12",144,1,22,1,1,0,22.000000000000,22.000000000000
3875,AW00014874,Nicole Sanchez,44,"40-49",New,"2013-09-08",144,1,804,2,2,0,804.000000000000,804.000000000000
3876,AW00014875,Alyssa Foster,44,"40-49",New,"2013-09-17",144,1,839,2,2,0,839.000000000000,839.000000000000
3877,AW00014876,Nathan Anderson,89,"50 and above",New,"2013-05-12",148,1,13,2,2,0,13.000000000000,13.000000000000
3878,AW00014877,Steven Brooks,53,"50 and above",New,"2013-09-07",144,1,889,3,3,0,889.000000000000,889.000000000000
3879,AW00014878,Marcus Murphy,54,"50 and above",New,"2013-04-21",149,1,126,4,4,0,126.000000000000,126.000000000000
3880,AW00014879,Andrea Richardson,53,"50 and above",Regular,"2013-10-21",143,2,1612,5,5,24,806.000000000000,67.166666666666
3881,AW00014880,Jessica Ross,67,"50 and above",Regular,"2013-06-21",147,2,1819,2,2,20,909.500000000000,90.950000000000
3882,AW00014881,Eric Griffin,55,"50 and above",Regular,"2013-10-23",143,2,1854,3,3,23,927.000000000000,80.608695652173
3883,AW00014882,Kathryn Nara,61,"50 and above",Regular,"2013-11-14",142,2,1854,3,3,24,927.000000000000,77.250000000000
3884,AW00014883,Gabrielle Barnes,61,"50 and above",Regular,"2013-11-07",142,2,1828,3,3,25,914.000000000000,73.120000000000
3885,AW00014884,Kristi Torres,67,"50 and above",Regular,"2013-10-31",143,2,1883,5,5,23,941.500000000000,81.869565217391
3886,AW00014885,Judith White,66,"50 and above",New,"2013-10-04",143,1,1155,2,2,0,1155.000000000000,1155.000000000000
3887,AW00014886,Sydney Powell,60,"50 and above",New,"2013-03-25",150,1,540,1,1,0,540.000000000000,540.000000000000
3888,AW00014887,Lauren Wilson,66,"50 and above",New,"2013-04-07",149,1,87,4,4,0,87.000000000000,87.000000000000
3889,AW00014888,Jasmine Russell,60,"50 and above",Regular,"2013-12-06",141,2,1897,4,4,25,948.500000000000,75.880000000000
3890,AW00014889,Drew Kumar,54,"50 and above",New,"2013-10-07",143,1,22,1,1,0,22.000000000000,22.000000000000
3891,AW00014890,Wyatt Adams,65,"50 and above",New,"2013-06-14",147,1,22,1,1,0,22.000000000000,22.000000000000
3892,AW00014891,Kyle Hayes,60,"50 and above",Regular,"2013-10-14",143,2,1498,3,3,23,749.000000000000,65.130434782608
3893,AW00014892,Savannah Sanders,65,"50 and above",Regular,"2013-10-14",143,2,1468,2,2,23,734.000000000000,63.826086956521
3894,AW00014893,Gabrielle Diaz,65,"50 and above",New,"2013-10-04",143,1,839,2,2,0,839.000000000000,839.000000000000
3895,AW00014894,James Baker,64,"50 and above",Regular,"2013-10-04",143,2,1503,3,3,23,751.500000000000,65.347826086956
3896,AW00014895,Connor Hernandez,59,"50 and above",Regular,"2013-10-09",143,2,1503,3,3,24,751.500000000000,62.625000000000
3897,AW00014896,Alexia Flores,65,"50 and above",Regular,"2013-10-18",143,2,1588,4,4,23,794.000000000000,69.043478260869
3898,AW00014897,Hunter Moore,64,"50 and above",New,"2013-09-29",144,3,196,11,11,6,65.333333333333,32.666666666666
3899,AW00014898,Katelyn Edwards,64,"50 and above",New,"2013-12-02",141,1,42,4,4,0,42.000000000000,42.000000000000
3900,AW00014899,Rodney Dominguez,63,"50 and above",New,"2013-06-13",147,1,5,1,1,0,5.000000000000,5.000000000000
3901,AW00014900,Rachel Lewis,63,"50 and above",New,"2013-10-12",143,1,839,2,2,0,839.000000000000,839.000000000000
3902,AW00014901,Katherine Richardson,58,"50 and above",New,"2013-02-10",151,1,7,2,2,0,7.000000000000,7.000000000000
3903,AW00014902,Arianna Diaz,63,"50 and above",Regular,"2013-10-01",143,2,1538,3,3,23,769.000000000000,66.869565217391
3904,AW00014903,Amanda Morgan,64,"50 and above",New,"2013-04-14",149,1,62,3,3,0,62.000000000000,62.000000000000
3905,AW00014904,Spencer Powell,64,"50 and above",New,"2013-12-01",141,3,468,12,11,5,156.000000000000,93.600000000000
3906,AW00014905,Ricardo Shen,64,"50 and above",New,"2013-09-19",144,1,164,2,2,0,164.000000000000,164.000000000000
3907,AW00014906,Robert Washington,63,"50 and above",New,"2014-01-14",140,3,190,9,9,5,63.333333333333,38.000000000000
3908,AW00014907,Sheena Anand,64,"50 and above",New,"2013-08-30",145,1,127,3,3,0,127.000000000000,127.000000000000
3909,AW00014908,Morgan Mitchell,52,"50 and above",New,"2013-04-21",149,1,40,2,2,0,40.000000000000,40.000000000000
3910,AW00014909,Benjamin Bryant,63,"50 and above",New,"2013-02-24",151,1,5,1,1,0,5.000000000000,5.000000000000
3911,AW00014910,Caitlin Murphy,62,"50 and above",New,"2013-10-27",143,1,839,2,2,0,839.000000000000,839.000000000000
3912,AW00014911,Shelby Watson,57,"50 and above",New,"2013-10-19",143,1,868,4,4,0,868.000000000000,868.000000000000
3913,AW00014912,Emma Taylor,62,"50 and above",Regular,"2013-10-13",143,2,1547,4,4,24,773.500000000000,64.458333333333
3914,AW00014913,Chloe Roberts,57,"50 and above",Regular,"2013-10-18",143,2,1533,5,5,22,766.500000000000,69.681818181818
3915,AW00014914,Arianna Gray,51,"50 and above",Regular,"2013-10-24",143,2,1592,4,4,22,796.000000000000,72.363636363636
3916,AW00014915,Katherine Howard,51,"50 and above",Regular,"2013-10-28",143,2,1538,3,3,22,769.000000000000,69.909090909090
3917,AW00014916,Paige Washington,56,"50 and above",New,"2013-02-12",151,1,27,2,2,0,27.000000000000,27.000000000000
3918,AW00014917,Adrian Morgan,56,"50 and above",New,"2013-07-08",146,1,64,3,3,0,64.000000000000,64.000000000000
3919,AW00014918,Mariah Howard,56,"50 and above",New,"2013-08-04",145,1,13,2,2,0,13.000000000000,13.000000000000
3920,AW00014919,Erik Torres,56,"50 and above",New,"2013-04-30",149,1,7,2,2,0,7.000000000000,7.000000000000
3921,AW00014920,Jason Hill,55,"50 and above",New,"2013-04-19",149,1,5,1,1,0,5.000000000000,5.000000000000
3922,AW00014921,Sara Watson,49,"40-49",New,"2013-02-20",151,1,7,2,2,0,7.000000000000,7.000000000000
3923,AW00014922,Paige Perry,55,"50 and above",New,"2013-11-24",142,1,5,1,1,0,5.000000000000,5.000000000000
3924,AW00014923,Andy Blanco,52,"50 and above",New,"2013-10-27",143,1,15,3,3,0,15.000000000000,15.000000000000
3925,AW00014924,Cynthia Sai,46,"40-49",New,"2013-03-13",150,1,40,2,2,0,40.000000000000,40.000000000000
3926,AW00014925,Ashley Hughes,51,"50 and above",New,"2013-03-29",150,2,2722,2,2,10,1361.000000000000,272.200000000000
3927,AW00014926,Juan Rogers,52,"50 and above",New,"2013-03-14",150,2,3058,5,5,10,1529.000000000000,305.800000000000
3928,AW00014927,Chelsea Martinez,51,"50 and above",Regular,"2013-01-24",152,2,4190,4,4,14,2095.000000000000,299.285714285714
3929,AW00014928,Roy Patel,52,"50 and above",VIP,"2013-10-31",143,3,6706,6,6,27,2235.333333333333,248.370370370370
3930,AW00014929,Peter Anand,46,"40-49",VIP,"2013-11-04",142,3,6646,5,5,28,2215.333333333333,237.357142857142
3931,AW00014930,Cindy Sara,52,"50 and above",New,"2013-03-30",150,2,2722,2,2,10,1361.000000000000,272.200000000000
3932,AW00014931,Andres Pal,51,"50 and above",VIP,"2013-06-28",147,3,6981,10,10,13,2327.000000000000,537.000000000000
3933,AW00014932,Pedro Fernandez,47,"40-49",New,"2013-08-12",145,1,99,4,4,0,99.000000000000,99.000000000000
3934,AW00014933,Ronald Patel,53,"50 and above",New,"2014-01-26",140,1,37,3,3,0,37.000000000000,37.000000000000
3935,AW00014934,Jermaine Sai,42,"40-49",New,"2013-11-20",142,2,178,5,5,0,89.000000000000,178.000000000000
3936,AW00014935,Rafael Liang,53,"50 and above",New,"2013-03-10",150,1,30,2,2,0,30.000000000000,30.000000000000
3937,AW00014936,Bryan Sanchez,53,"50 and above",New,"2013-08-15",145,1,96,5,5,0,96.000000000000,96.000000000000
3938,AW00014937,Brendan Xu,42,"40-49",VIP,"2013-11-09",142,3,6652,5,5,28,2217.333333333333,237.571428571428
3939,AW00014938,Mallory Sanz,54,"50 and above",New,"2013-09-28",144,2,108,3,3,6,54.000000000000,18.000000000000
3940,AW00014939,Cory Kapoor,53,"50 and above",VIP,"2013-06-27",147,3,8367,7,7,19,2789.000000000000,440.368421052631
3941,AW00014940,Carmen Rana,47,"40-49",VIP,"2013-07-16",146,3,8367,8,8,20,2789.000000000000,418.350000000000
3942,AW00014941,Emma Patterson,53,"50 and above",VIP,"2013-11-26",142,3,6865,7,7,28,2288.333333333333,245.178571428571
3943,AW00014942,Whitney Madan,54,"50 and above",New,"2013-07-02",146,1,5,1,1,0,5.000000000000,5.000000000000
3944,AW00014943,Lindsay Pal,48,"40-49",New,"2013-04-06",149,1,37,3,3,0,37.000000000000,37.000000000000
3945,AW00014944,Sebastian Watson,49,"40-49",Regular,"2013-06-02",147,2,3040,4,4,12,1520.000000000000,253.333333333333
3946,AW00014945,Samantha Lewis,49,"40-49",Regular,"2013-01-11",152,2,4260,4,4,15,2130.000000000000,284.000000000000
3947,AW00014946,Frederick Vance,54,"50 and above",Regular,"2013-06-14",147,2,2779,4,4,12,1389.500000000000,231.583333333333
3948,AW00014947,Alejandro Chen,49,"40-49",VIP,"2013-11-07",142,3,6658,6,6,28,2219.333333333333,237.785714285714
3949,AW00014948,Damien Lal,55,"50 and above",Regular,"2013-06-17",147,2,2787,5,5,12,1393.500000000000,232.250000000000
3950,AW00014949,Steve Wu,55,"50 and above",VIP,"2013-12-04",141,3,6795,5,5,29,2265.000000000000,234.310344827586
3951,AW00014950,Maria Hernandez,50,"50 and above",VIP,"2013-12-17",141,3,6709,6,6,29,2236.333333333333,231.344827586206
3952,AW00014951,Katie Rai,55,"50 and above",Regular,"2013-02-05",151,2,4153,3,3,15,2076.500000000000,276.866666666666
3953,AW00014952,Holly Srini,55,"50 and above",Regular,"2013-03-19",150,2,4153,3,3,16,2076.500000000000,259.562500000000
3954,AW00014953,Adrienne Gill,57,"50 and above",New,"2013-03-22",150,2,203,5,5,0,101.500000000000,203.000000000000
3955,AW00014954,Denise Perez,57,"50 and above",New,"2013-07-19",146,1,71,4,4,0,71.000000000000,71.000000000000
3956,AW00014955,Jorge Xu,57,"50 and above",New,"2013-08-16",145,2,104,3,3,1,52.000000000000,104.000000000000
3957,AW00014956,Krista Romero,57,"50 and above",Regular,"2013-03-18",150,2,4145,4,4,16,2072.500000000000,259.062500000000
3958,AW00014957,Lacey Shan,51,"50 and above",Regular,"2013-06-16",147,2,2808,4,4,12,1404.000000000000,234.000000000000
3959,AW00014958,Clayton Liang,53,"50 and above",New,"2013-12-29",141,1,29,2,2,0,29.000000000000,29.000000000000
3960,AW00014959,Ross Patel,51,"50 and above",New,"2013-09-10",144,1,40,2,2,0,40.000000000000,40.000000000000
3961,AW00014960,Leonard Pal,49,"40-49",Regular,"2013-06-02",147,2,2804,4,4,12,1402.000000000000,233.666666666666
3962,AW00014961,Jaclyn Yang,49,"40-49",New,"2013-04-07",149,1,151,4,4,0,151.000000000000,151.000000000000
3963,AW00014962,Justin Jai,54,"50 and above",New,"2014-01-23",140,1,64,3,3,0,64.000000000000,64.000000000000
3964,AW00014963,Sydney Perry,49,"40-49",New,"2013-11-09",142,1,40,2,2,0,40.000000000000,40.000000000000
3965,AW00014964,Damien Shen,55,"50 and above",New,"2013-11-28",142,1,49,3,3,0,49.000000000000,49.000000000000
3966,AW00014965,Edwin Zhou,50,"50 and above",Regular,"2013-07-23",146,2,2754,5,5,13,1377.000000000000,211.846153846153
3967,AW00014966,Derrick Vazquez,56,"50 and above",Regular,"2013-07-22",146,2,2747,2,2,13,1373.500000000000,211.307692307692
3968,AW00014967,Bridget Xu,56,"50 and above",Regular,"2013-05-25",148,2,4194,4,4,18,2097.000000000000,233.000000000000
3969,AW00014968,Troy Patel,55,"50 and above",New,"2013-07-30",146,1,49,3,3,0,49.000000000000,49.000000000000
3970,AW00014969,Julio Vazquez,46,"40-49",Regular,"2013-05-04",148,2,4118,2,2,17,2059.000000000000,242.235294117647
3971,AW00014970,Bruce Chandra,43,"40-49",New,"2013-11-27",142,2,159,4,4,6,79.500000000000,26.500000000000
3972,AW00014971,Susan Zhu,41,"40-49",New,"2013-06-03",147,1,40,2,2,0,40.000000000000,40.000000000000
3973,AW00014972,Cristina Deng,40,"40-49",New,"2013-12-11",141,1,57,2,2,0,57.000000000000,57.000000000000
3974,AW00014973,Alicia Jai,40,"40-49",New,"2013-02-22",151,1,30,2,2,0,30.000000000000,30.000000000000
3975,AW00014974,K. Saravan,41,"40-49",New,"2013-12-21",141,2,159,6,6,9,79.500000000000,17.666666666666
3976,AW00014975,Dalton Scott,57,"50 and above",VIP,"2013-11-04",142,2,5957,6,6,28,2978.500000000000,212.750000000000
3977,AW00014976,Randy Hu,58,"50 and above",VIP,"2013-06-09",147,3,7041,5,5,12,2347.000000000000,586.750000000000
3978,AW00014977,Stacy Carlson,42,"40-49",New,"2014-01-17",140,1,30,2,2,0,30.000000000000,30.000000000000
3979,AW00014978,Jamie Ortega,42,"40-49",Regular,"2013-06-17",147,2,4209,6,6,18,2104.500000000000,233.833333333333
3980,AW00014979,Rodney Serrano,42,"40-49",Regular,"2013-06-02",147,2,4183,5,5,18,2091.500000000000,232.388888888888
3981,AW00014980,Michele Garcia,41,"40-49",New,"2014-01-02",140,1,57,2,2,0,57.000000000000,57.000000000000
3982,AW00014981,April Raji,42,"40-49",New,"2013-05-23",148,2,71,4,4,0,35.500000000000,71.000000000000
3983,AW00014982,Kayla Hughes,41,"40-49",New,"2013-04-03",149,2,153,7,7,1,76.500000000000,153.000000000000
3984,AW00014983,Juan Sanz,41,"40-49",New,"2013-11-16",142,2,71,4,4,6,35.500000000000,11.833333333333
3985,AW00014984,Regina Vance,41,"40-49",VIP,"2013-12-28",141,3,6699,7,7,29,2233.000000000000,231.000000000000
3986,AW00014985,Jaclyn Zhu,43,"40-49",New,"2013-03-14",150,1,30,2,2,0,30.000000000000,30.000000000000
3987,AW00014986,Richard Martinez,43,"40-49",New,"2014-01-16",140,2,117,6,6,4,58.500000000000,29.250000000000
3988,AW00014987,Misty Nara,43,"40-49",New,"2013-06-07",147,1,25,1,1,0,25.000000000000,25.000000000000
3989,AW00014988,Mandy Lu,45,"40-49",New,"2013-12-31",141,2,71,4,4,6,35.500000000000,11.833333333333
3990,AW00014989,Shawna She,44,"40-49",New,"2013-06-22",147,1,32,3,3,0,32.000000000000,32.000000000000
3991,AW00014990,Nelson Ramos,44,"40-49",Regular,"2013-06-20",147,2,4173,4,4,19,2086.500000000000,219.631578947368
3992,AW00014991,Edwin Zhao,44,"40-49",VIP,"2013-12-09",141,3,6706,6,6,29,2235.333333333333,231.241379310344
3993,AW00014992,Dale Andersen,107,"50 and above",New,"2014-01-05",140,2,106,5,5,4,53.000000000000,26.500000000000
3994,AW00014993,Sean Morgan,45,"40-49",New,"2013-07-17",146,2,153,7,7,4,76.500000000000,38.250000000000
3995,AW00014994,Seth King,44,"40-49",New,"2013-05-30",148,1,30,2,2,0,30.000000000000,30.000000000000
3996,AW00014995,Stefanie Malhotra,40,"40-49",Regular,"2013-07-21",146,2,2833,4,4,13,1416.500000000000,217.923076923076
3997,AW00014996,Ross Gill,44,"40-49",New,"2013-06-30",147,1,22,1,1,0,22.000000000000,22.000000000000
3998,AW00014997,Angel Cooper,45,"40-49",Regular,"2013-07-30",146,2,4143,3,3,19,2071.500000000000,218.052631578947
3999,AW00014998,Robert Rodriguez,46,"40-49",Regular,"2013-08-07",145,2,3058,5,5,14,1529.000000000000,218.428571428571
4000,AW00014999,Arianna Morris,47,"40-49",New,"2014-01-06",140,2,57,6,5,0,28.500000000000,57.000000000000
4001,AW00015000,Kelli Zhou,47,"40-49",New,"2013-02-24",151,1,46,2,2,0,46.000000000000,46.000000000000
4002,AW00015001,Autumn Lu,47,"40-49",New,"2013-07-19",146,1,31,2,2,0,31.000000000000,31.000000000000
4003,AW00015002,Jenny Lin,47,"40-49",Regular,"2013-08-12",145,2,2782,3,3,14,1391.000000000000,198.714285714285
4004,AW00015003,Dennis Yang,41,"40-49",Regular,"2013-08-19",145,2,3048,6,6,14,1524.000000000000,217.714285714285
4005,AW00015004,Suzanne Hu,46,"40-49",Regular,"2013-08-04",145,2,3073,5,5,14,1536.500000000000,219.500000000000
4006,AW00015005,Adrian Cooper,41,"40-49",Regular,"2013-10-12",143,2,1503,3,3,22,751.500000000000,68.318181818181
4007,AW00015006,Grace Jackson,41,"40-49",Regular,"2013-07-07",146,2,2994,2,2,19,1497.000000000000,157.578947368421
4008,AW00015007,Jaime Rubio,42,"40-49",New,"2013-11-13",142,3,210,9,9,9,70.000000000000,23.333333333333
4009,AW00015008,Blake Parker,42,"40-49",New,"2013-10-26",143,3,171,9,8,7,57.000000000000,24.428571428571
4010,AW00015009,Chloe Patterson,43,"40-49",New,"2013-05-13",148,1,37,3,3,0,37.000000000000,37.000000000000
4011,AW00015010,Cory Suri,42,"40-49",New,"2013-12-23",141,1,81,3,3,0,81.000000000000,81.000000000000
4012,AW00015011,Amber Mitchell,42,"40-49",New,"2013-07-09",146,1,90,3,3,0,90.000000000000,90.000000000000
4013,AW00015012,Emma Hughes,43,"40-49",New,"2013-12-20",141,1,40,2,2,0,40.000000000000,40.000000000000
4014,AW00015013,Julia Campbell,43,"40-49",New,"2013-05-03",148,1,27,2,2,0,27.000000000000,27.000000000000
4015,AW00015014,Warren Liu,65,"50 and above",New,"2013-06-12",147,2,3860,6,6,9,1930.000000000000,428.888888888888
4016,AW00015015,Randy Liu,70,"50 and above",New,"2013-06-04",147,2,3804,3,3,8,1902.000000000000,475.500000000000
4017,AW00015016,Daniel Clark,40,"40-49",Regular,"2013-10-09",143,2,1498,3,3,22,749.000000000000,68.090909090909
4018,AW00015017,Amanda Ramirez,39,"30-39",Regular,"2013-01-20",152,2,1307,5,5,13,653.500000000000,100.538461538461
4019,AW00015018,Felicia Martin,68,"50 and above",New,"2013-02-25",151,2,112,4,4,0,56.000000000000,112.000000000000
4020,AW00015019,Mary Ramos,69,"50 and above",New,"2013-08-25",145,2,73,4,4,5,36.500000000000,14.600000000000
4021,AW00015020,Christy Ma,68,"50 and above",New,"2013-11-19",142,2,40,4,4,4,20.000000000000,10.000000000000
4022,AW00015021,Lucas Moore,69,"50 and above",New,"2013-11-21",142,2,39,2,2,8,19.500000000000,4.875000000000
4023,AW00015022,Latasha Gutierrez,63,"50 and above",New,"2013-09-06",144,2,2999,3,3,11,1499.500000000000,272.636363636363
4024,AW00015023,Juan Watson,41,"40-49",Regular,"2013-07-26",146,2,3080,4,4,19,1540.000000000000,162.105263157894
4025,AW00015024,Nathan Jones,56,"50 and above",New,"2013-10-31",143,2,79,4,4,6,39.500000000000,13.166666666666
4026,AW00015025,Kristi Subram,67,"50 and above",New,"2013-08-30",145,2,129,6,6,0,64.500000000000,129.000000000000
4027,AW00015026,Felicia Diaz,67,"50 and above",New,"2013-08-11",145,2,30,2,2,4,15.000000000000,7.500000000000
4028,AW00015027,Tommy Jai,66,"50 and above",New,"2013-09-14",144,2,2853,4,4,11,1426.500000000000,259.363636363636
4029,AW00015028,Tabitha Alvarez,40,"40-49",New,"2013-06-26",147,2,3826,3,3,8,1913.000000000000,478.250000000000
4030,AW00015029,Alejandro Ye,41,"40-49",New,"2013-06-10",147,2,3826,3,3,8,1913.000000000000,478.250000000000
4031,AW00015030,Jeffery Zheng,39,"30-39",New,"2013-07-16",146,2,3786,4,4,9,1893.000000000000,420.666666666666
4032,AW00015031,Darryl Lin,43,"40-49",New,"2013-08-24",145,2,41,3,3,6,20.500000000000,6.833333333333
4033,AW00015032,Meredith Suarez,44,"40-49",New,"2013-07-28",146,2,3800,3,3,9,1900.000000000000,422.222222222222
4034,AW00015033,Dana Moreno,44,"40-49",New,"2013-07-31",146,2,3797,3,3,9,1898.500000000000,421.888888888888
4035,AW00015034,Hector Suarez,40,"40-49",New,"2013-11-24",142,2,103,5,5,8,51.500000000000,12.875000000000
4036,AW00015035,Jay Mehta,41,"40-49",New,"2013-08-25",145,2,3772,2,2,10,1886.000000000000,377.200000000000
4037,AW00015036,Derek She,40,"40-49",New,"2013-08-14",145,2,3785,3,3,10,1892.500000000000,378.500000000000
4038,AW00015037,Jaime Raji,40,"40-49",New,"2013-08-20",145,2,3856,5,5,10,1928.000000000000,385.600000000000
4039,AW00015038,Cedric Yang,41,"40-49",New,"2013-08-26",145,2,3750,2,2,10,1875.000000000000,375.000000000000
4040,AW00015039,Michele Xie,43,"40-49",New,"2013-09-21",144,2,79,4,4,3,39.500000000000,26.333333333333
4041,AW00015040,George Lopez,43,"40-49",New,"2013-08-25",145,2,3807,3,3,10,1903.500000000000,380.700000000000
4042,AW00015041,Michele Goel,42,"40-49",New,"2013-08-06",145,2,3826,3,3,10,1913.000000000000,382.600000000000
4043,AW00015042,Bryant Perez,43,"40-49",New,"2013-09-09",144,2,3807,3,3,11,1903.500000000000,346.090909090909
4044,AW00015043,Joel Gonzalez,43,"40-49",New,"2013-09-03",144,2,3846,4,4,11,1923.000000000000,349.636363636363
4045,AW00015044,Valerie Hu,42,"40-49",New,"2013-08-29",145,2,3803,5,5,10,1901.500000000000,380.300000000000
4046,AW00015045,Tasha Luo,71,"50 and above",New,"2013-07-25",146,1,49,2,2,0,49.000000000000,49.000000000000
4047,AW00015046,Casey Tang,76,"50 and above",VIP,"2013-12-17",141,2,5943,4,4,29,2971.500000000000,204.931034482758
4048,AW00015047,Meghan Vazquez,58,"50 and above",VIP,"2013-12-19",141,3,6669,7,6,29,2223.000000000000,229.965517241379
4049,AW00015048,Bonnie Yuan,59,"50 and above",VIP,"2013-12-01",141,3,6690,6,6,28,2230.000000000000,238.928571428571
4050,AW00015049,Frank Dominguez,54,"50 and above",New,"2013-11-26",142,1,72,2,2,0,72.000000000000,72.000000000000
4051,AW00015050,Joshua Miller,54,"50 and above",Regular,"2013-06-30",147,2,4206,4,4,18,2103.000000000000,233.666666666666
4052,AW00015051,Harold McDonald,60,"50 and above",VIP,"2013-11-30",142,3,6650,4,4,27,2216.666666666666,246.296296296296
4053,AW00015052,Kari Moreno,54,"50 and above",New,"2013-11-26",142,2,44,4,3,9,22.000000000000,4.888888888888
4054,AW00015053,Kurt Andersen,55,"50 and above",New,"2013-09-17",144,1,94,3,3,0,94.000000000000,94.000000000000
4055,AW00015054,Roger Anand,61,"50 and above",Regular,"2013-07-08",146,2,4155,5,5,19,2077.500000000000,218.684210526315
4056,AW00015055,Patrick Torres,60,"50 and above",Regular,"2013-07-19",146,2,4178,3,3,20,2089.000000000000,208.900000000000
4057,AW00015056,Jaime Suarez,61,"50 and above",VIP,"2013-12-01",141,3,6748,9,9,28,2249.333333333333,241.000000000000
4058,AW00015057,Regina Chandra,55,"50 and above",New,"2013-10-13",143,2,115,5,5,6,57.500000000000,19.166666666666
4059,AW00015058,Julio Suarez,55,"50 and above",VIP,"2013-12-04",141,3,6639,6,6,28,2213.000000000000,237.107142857142
4060,AW00015059,Lisa Zhu,55,"50 and above",VIP,"2013-12-20",141,3,6793,10,9,28,2264.333333333333,242.607142857142
4061,AW00015060,Max Vazquez,56,"50 and above",New,"2013-12-29",141,1,25,1,1,0,25.000000000000,25.000000000000
4062,AW00015061,Margaret Ma,60,"50 and above",Regular,"2013-07-31",146,2,2782,3,3,13,1391.000000000000,214.000000000000
4063,AW00015062,Jaime Alonso,59,"50 and above",VIP,"2013-12-20",141,3,6684,5,5,28,2228.000000000000,238.714285714285
4064,AW00015063,Kari Malhotra,60,"50 and above",Regular,"2013-08-10",145,2,4133,4,4,20,2066.500000000000,206.650000000000
4065,AW00015064,Erik Rubio,59,"50 and above",Regular,"2013-08-27",145,2,2992,3,3,14,1496.000000000000,213.714285714285
4066,AW00015065,Alejandro Gao,44,"40-49",New,"2013-03-02",150,1,24,2,2,0,24.000000000000,24.000000000000
4067,AW00015066,Diana Munoz,50,"50 and above",New,"2013-08-20",145,1,25,1,1,0,25.000000000000,25.000000000000
4068,AW00015067,Dana Alvarez,50,"50 and above",Regular,"2013-09-01",144,2,2804,4,4,15,1402.000000000000,186.933333333333
4069,AW00015068,Jessica Barnes,44,"40-49",New,"2013-05-05",148,1,81,5,5,0,81.000000000000,81.000000000000
4070,AW00015069,Noah Lal,50,"50 and above",New,"2013-03-03",150,1,72,4,4,0,72.000000000000,72.000000000000
4071,AW00015070,Alfredo Navarro,51,"50 and above",Regular,"2013-09-19",144,2,2771,4,4,15,1385.500000000000,184.733333333333
4072,AW00015071,Krista Gutierrez,44,"40-49",Regular,"2013-09-19",144,2,2747,2,2,15,1373.500000000000,183.133333333333
4073,AW00015072,Whitney Subram,49,"40-49",Regular,"2013-09-23",144,2,2756,3,3,15,1378.000000000000,183.733333333333
4074,AW00015073,Tasha Chander,44,"40-49",Regular,"2013-08-21",145,2,4143,2,2,20,2071.500000000000,207.150000000000
4075,AW00015074,Elizabeth Perry,100,"50 and above",New,"2014-01-19",140,1,86,2,2,0,86.000000000000,86.000000000000
4076,AW00015075,Alexa Kelly,99,"50 and above",New,"2013-11-17",142,2,75,3,3,9,37.500000000000,8.333333333333
4077,AW00015076,Sheila Ramos,51,"50 and above",New,"2013-12-18",141,1,96,3,3,0,96.000000000000,96.000000000000
4078,AW00015077,Dominique Lopez,51,"50 and above",VIP,"2013-12-19",141,3,6673,7,7,28,2224.333333333333,238.321428571428
4079,AW00015078,Jacob Wilson,45,"40-49",VIP,"2013-12-25",141,3,6675,4,4,28,2225.000000000000,238.392857142857
4080,AW00015079,Jose Martin,51,"50 and above",Regular,"2013-09-16",144,2,2732,3,3,15,1366.000000000000,182.133333333333
4081,AW00015080,Evelyn Chandra,39,"30-39",VIP,"2013-07-09",146,3,8305,6,6,19,2768.333333333333,437.105263157894
4082,AW00015081,Daisy Munoz,50,"50 and above",VIP,"2013-12-20",141,2,5900,3,3,28,2950.000000000000,210.714285714285
4083,AW00015082,Kelvin Lal,51,"50 and above",VIP,"2013-06-04",147,3,7069,8,7,12,2356.333333333333,589.083333333333
4084,AW00015083,Teresa Gutierrez,50,"50 and above",VIP,"2013-11-29",142,2,5888,4,4,26,2944.000000000000,226.461538461538
4085,AW00015084,Adrienne Serrano,45,"40-49",VIP,"2013-07-27",146,3,7000,7,7,18,2333.333333333333,388.888888888888
4086,AW00015085,Kristin Jai,51,"50 and above",VIP,"2013-07-13",146,3,7229,6,6,12,2409.666666666666,602.416666666666
